date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:47:52	15370/15370	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264de654a-3c0a%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/js/circle-progress.js?ver=1.2.2	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/js/circle-progress8d1e.js	(from https://artforumhair.com/)
11:47:52	9451/9451	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264de654a-24eb%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/js/global.js?ver=1.0.0	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/js/global8a54.js	(from https://artforumhair.com/)
11:47:54	22221/22221	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265a81b42-56cd%22	https://artforumhair.com/wp-content/plugins/photo-gallery/js/jquery.sumoselect.min.js?ver=3.4.6	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/js/jquery.sumoselect.min9bf7.js	(from https://artforumhair.com/)
11:47:54	4135/4135	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265a81b42-1027%22	https://artforumhair.com/wp-content/plugins/photo-gallery/js/tocca.min.js?ver=2.0.9	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/js/tocca.minffdc.js	(from https://artforumhair.com/)
11:47:56	45479/45479	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265ca615e-b1a7%22	https://artforumhair.com/wp-content/plugins/photo-gallery/js/jquery.mCustomScrollbar.concat.min.js?ver=3.1.5	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/js/jquery.mCustomScrollbar.concat.minc6bd.js	(from https://artforumhair.com/)
11:47:57	6341/6341	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264de654a-18c5%22	https://artforumhair.com/wp-content/plugins/photo-gallery/js/jquery.fullscreen.min.js?ver=0.6.0	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/js/jquery.fullscreen.mina307.js	(from https://artforumhair.com/)
11:47:58	192638/192638	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265ca615e-2f07e%22	https://artforumhair.com/wp-content/plugins/photo-gallery/js/scripts.min.js?ver=1.8.21	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/js/scripts.min0445.js	(from https://artforumhair.com/)
11:47:59	29773/29773	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256adc257-744d%22	https://artforumhair.com/wp-content/themes/artforum/js/jquery.nivo.slider.js?ver=6.4.3	artforum/artforum/artforumhair.com/wp-content/themes/artforum/js/jquery.nivo.slider84fc.js	(from https://artforumhair.com/)
11:47:59	2317/2317	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256adc257-90d%22	https://artforumhair.com/wp-content/themes/artforum/js/custom.js?ver=6.4.3	artforum/artforum/artforumhair.com/wp-content/themes/artforum/js/custom84fc.js	(from https://artforumhair.com/)
11:48:00	4618/4618	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256adc257-120a%22	https://artforumhair.com/wp-content/themes/artforum/grayscale-effects/js/functions.js?ver=6.4.3	artforum/artforum/artforumhair.com/wp-content/themes/artforum/grayscale-effects/js/functions84fc.js	(from https://artforumhair.com/)
11:48:01	4345/4345	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256adc257-10f9%22	https://artforumhair.com/wp-content/themes/artforum/grayscale-effects/js/grayscale.js?ver=6.4.3	artforum/artforum/artforumhair.com/wp-content/themes/artforum/grayscale-effects/js/grayscale84fc.js	(from https://artforumhair.com/)
11:48:02	804/804	---MCZ	200	added ('OK')	text/xml	date:Sun,%2003%20Mar%202024%2009:48:02%20GMT	https://artforumhair.com/xmlrpc.php?rsd	artforum/artforum/artforumhair.com/xmlrpc0db0.php	(from https://artforumhair.com/)
11:48:08	74133/74133	---M--	200	added ('OK')	image/jpeg	etag:%2265d85dd0-12195%22	http://artforumhair.com/wp-content/uploads/2017/01/cropped-GPA9083.jpg	artforum/artforum/artforumhair.com/wp-content/uploads/2017/01/cropped-GPA9083.jpg	(from https://artforumhair.com/)
11:48:08	177425/177425	---MCZ	200	added ('OK')	application/json	date:Sun,%2003%20Mar%202024%2009:48:03%20GMT	https://artforumhair.com/wp-json/	artforum/artforum/artforumhair.com/wp-json/index.html	(from https://artforumhair.com/)
11:48:08	1186/1186	---M--	200	added ('OK')	image/jpeg	etag:%2256c0ca22-4a2%22	https://artforumhair.com/wp-content/uploads/2016/02/cropped-Logo-32x32.jpg	artforum/artforum/artforumhair.com/wp-content/uploads/2016/02/cropped-Logo-32x32.jpg	(from https://artforumhair.com/)
11:48:08	8015/8015	---M--	200	added ('OK')	image/jpeg	etag:%2256c0ca22-1f4f%22	https://artforumhair.com/wp-content/uploads/2016/02/cropped-Logo-192x192.jpg	artforum/artforum/artforumhair.com/wp-content/uploads/2016/02/cropped-Logo-192x192.jpg	(from https://artforumhair.com/)
11:48:09	7687/7687	---M--	200	added ('OK')	image/jpeg	etag:%2256c0ca22-1e07%22	https://artforumhair.com/wp-content/uploads/2016/02/cropped-Logo-180x180.jpg	artforum/artforum/artforumhair.com/wp-content/uploads/2016/02/cropped-Logo-180x180.jpg	(from https://artforumhair.com/)
11:48:10	5482/5482	---M--	200	added ('OK')	image/jpeg	etag:%22584115a6-156a%22	https://artforumhair.com/wp-content/uploads/2016/02/logo4.jpg	artforum/artforum/artforumhair.com/wp-content/uploads/2016/02/logo4.jpg	(from https://artforumhair.com/)
11:48:11	363/363	---M--	200	added ('OK')	image/png	etag:%2265d85dd5-16b%22	https://artforumhair.com/wp-content/plugins/multilanguage/images/flags/en_GB.png	artforum/artforum/artforumhair.com/wp-content/plugins/multilanguage/images/flags/en_GB.png	(from https://artforumhair.com/)
11:48:12	35545/35545	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:12%20GMT	https://artforumhair.com/hair-extensions/	artforum/artforum/artforumhair.com/hair-extensions/index.html	(from https://artforumhair.com/)
11:48:12	70195/70195	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:12%20GMT	https://artforumhair.com/gallery/	artforum/artforum/artforumhair.com/gallery/index.html	(from https://artforumhair.com/)
11:48:12	35634/35634	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:12%20GMT	https://artforumhair.com/our-products/	artforum/artforum/artforumhair.com/our-products/index.html	(from https://artforumhair.com/)
11:48:12	37286/37286	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:12%20GMT	https://artforumhair.com/%d0%bf%d1%80%d0%b0%d0%b2%d0%b8%d0%bb%d0%bd%d0%b0-%d0%b3%d1%80%d0%b8%d0%b6%d0%b0-%d0%b7%d0%b0-%d0%b5%d0%ba%d1%81%d1%82%d0%b5%d0%bd%d1%88%d1%8a%d0%bd%d0%b8/	artforum/artforum/artforumhair.com/%d0%bf%d1%80%d0%b0%d0%b2%d0%b8%d0%bb%d0%bd%d0%b0-%d0%b3%d1%80%d0%b8%d0%b6%d0%b0-%d0%b7%d0%b0-%d0%b5%d0%ba%d1%81%d1%82%d0%b5%d0%bd%d1%88%d1%8a%d0%bd%d0%b8/index.html	(from https://artforumhair.com/)
11:48:13	306/306	---M--	200	added ('OK')	image/png	etag:%2265565c90-132%22	https://artforumhair.com/https://artforumhair.com/wp-content/plugins/multilanguage/images/flags/bg_BG.png	artforum/artforum/artforumhair.com/https://artforumhair.com/wp-content/plugins/multilanguage/images/flags/bg_BG.png	(from https://artforumhair.com/)
11:48:14	34700/34700	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:14%20GMT	https://artforumhair.com/about-us/	artforum/artforum/artforumhair.com/about-us/index.html	(from https://artforumhair.com/)
11:48:14	35566/35566	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:14%20GMT	https://artforumhair.com/about-us/our-main-hairstylist/	artforum/artforum/artforumhair.com/about-us/our-main-hairstylist/index.html	(from https://artforumhair.com/)
11:48:14	36050/36050	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:14%20GMT	https://artforumhair.com/best-hair-extensions-brands-world/	artforum/artforum/artforumhair.com/best-hair-extensions-brands-world/index.html	(from https://artforumhair.com/)
11:48:14	50849/50849	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:14%20GMT	https://artforumhair.com/tape-in-extensions/	artforum/artforum/artforumhair.com/tape-in-extensions/index.html	(from https://artforumhair.com/)
11:48:15	4694/4694	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:15%20GMT	https://artforumhair.com/cdn-cgi/l/email-protection	artforum/artforum/artforumhair.com/cdn-cgi/l/email-protection.html	(from https://artforumhair.com/)
11:48:16	37581/37581	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:16%20GMT	https://artforumhair.com/2019/07/24/revolution-flixy-hair-extensions-now-everything-is-easier-and-faster/	artforum/artforum/artforumhair.com/2019/07/24/revolution-flixy-hair-extensions-now-everything-is-easier-and-faster/index.html	(from https://artforumhair.com/)
11:48:16	37814/37814	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:16%20GMT	https://artforumhair.com/2018/03/20/art-forums-first-training-course-reality-%d0%b5xpect-future/	artforum/artforum/artforumhair.com/2018/03/20/art-forums-first-training-course-reality-%d0%b5xpect-future/index.html	(from https://artforumhair.com/)
11:48:16	52624/52624	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:16%20GMT	https://artforumhair.com/category/uncategorised/	artforum/artforum/artforumhair.com/category/uncategorised/index.html	(from https://artforumhair.com/)
11:48:16	36735/36735	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:16%20GMT	https://artforumhair.com/about-us/philosophy-beautiful-hair/	artforum/artforum/artforumhair.com/about-us/philosophy-beautiful-hair/index.html	(from https://artforumhair.com/)
11:48:17	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265de02d0-4d7%22	https://artforumhair.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	artforum/artforum/artforumhair.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://artforumhair.com/)
11:48:20	37833/37833	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:18%20GMT	https://artforumhair.com/2017/05/10/main-human-hair-extensions-types/	artforum/artforum/artforumhair.com/2017/05/10/main-human-hair-extensions-types/index.html	(from https://artforumhair.com/)
11:48:20	52629/52629	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:18%20GMT	https://artforumhair.com/2017/12/17/tape-hair-extensions-innovative-technology-hair-bleaching/	artforum/artforum/artforumhair.com/2017/12/17/tape-hair-extensions-innovative-technology-hair-bleaching/index.html	(from https://artforumhair.com/)
11:48:20	38575/38575	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:18%20GMT	https://artforumhair.com/2017/10/17/%d0%b8%d0%b7%d1%81%d0%b2%d0%b5%d1%82%d0%bb%d1%8f%d0%b2%d0%b0%d0%bd%d0%b5-%d0%bd%d0%b0-%d0%b5%d0%ba%d1%81%d1%82%d0%b5%d0%bd%d1%88%d1%8a%d0%bd%d0%b8-%d0%ba%d0%b0%d0%ba%d0%b2%d0%be-%d1%82%d1%80%d1%8f/	artforum/artforum/artforumhair.com/2017/10/17/%d0%b8%d0%b7%d1%81%d0%b2%d0%b5%d1%82%d0%bb%d1%8f%d0%b2%d0%b0%d0%bd%d0%b5-%d0%bd%d0%b0-%d0%b5%d0%ba%d1%81%d1%82%d0%b5%d0%bd%d1%88%d1%8a%d0%bd%d0%b8-%d0%ba%d0%b0%d0%ba%d0%b2%d0%be-%d1%82%d1%80%d1%8f/index.html	(from https://artforumhair.com/)
11:48:20	38173/38173	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:18%20GMT	https://artforumhair.com/2017/06/08/wedding-hair-extensions/	artforum/artforum/artforumhair.com/2017/06/08/wedding-hair-extensions/index.html	(from https://artforumhair.com/)
11:48:21	38844/38844	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:20%20GMT	https://artforumhair.com/2017/04/16/%d0%be%d1%82-%d0%ba%d0%b0%d0%ba%d0%b2%d0%be-%d1%81%d0%b5-%d0%bf%d1%80%d0%b0%d0%b2%d1%8f%d1%82-%d0%b5%d0%ba%d1%81%d1%82%d0%b5%d0%bd%d1%88%d1%8a%d0%bd%d0%b8%d1%82%d0%b5/	artforum/artforum/artforumhair.com/2017/04/16/%d0%be%d1%82-%d0%ba%d0%b0%d0%ba%d0%b2%d0%be-%d1%81%d0%b5-%d0%bf%d1%80%d0%b0%d0%b2%d1%8f%d1%82-%d0%b5%d0%ba%d1%81%d1%82%d0%b5%d0%bd%d1%88%d1%8a%d0%bd%d0%b8%d1%82%d0%b5/index.html	(from https://artforumhair.com/)
11:48:21	1126/1126	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615f-466%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/optimize.svg	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/optimize.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css?ver=1.0.0)
11:48:22	37488/37488	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:22%20GMT	https://artforumhair.com/2017/03/16/main-trends-hairstyles-2017/	artforum/artforum/artforumhair.com/2017/03/16/main-trends-hairstyles-2017/index.html	(from https://artforumhair.com/)
11:48:22	38324/38324	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:22%20GMT	https://artforumhair.com/2017/04/03/care-hair-extensions-summer/	artforum/artforum/artforumhair.com/2017/04/03/care-hair-extensions-summer/index.html	(from https://artforumhair.com/)
11:48:22	48962/48962	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:22%20GMT	https://artforumhair.com/page/2/	artforum/artforum/artforumhair.com/page/2/index.html	(from https://artforumhair.com/)
11:48:22	38331/38331	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2009:48:22%20GMT	https://artforumhair.com/2017/03/23/things-before-extensions/	artforum/artforum/artforumhair.com/2017/03/23/things-before-extensions/index.html	(from https://artforumhair.com/)
11:48:23	1509/1509	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615f-5e5%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/red-info.svg	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/red-info.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css?ver=1.0.0)
11:48:24	619/619	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615f-26b%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/loader_green.svg	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/loader_green.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css?ver=1.0.0)
11:48:25	1800/1800	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615f-708%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/logo_dark.svg	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/logo_dark.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css?ver=1.0.0)
11:48:26	1421/1421	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615f-58d%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/pg.svg	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/pg.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css?ver=1.0.0)
11:48:27	788/788	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615f-314%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/fm.svg	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/fm.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css?ver=1.0.0)
11:48:28	2627/2627	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615f-a43%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/closed_eye.svg	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/closed_eye.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css?ver=1.0.0)
11:48:29	832/832	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615f-340%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/not_optimized.svg	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/not_optimized.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css?ver=1.0.0)
11:48:30	1403/1403	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615f-57b%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/check_score.svg	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/check_score.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css?ver=1.0.0)
11:48:31	664/664	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615f-298%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/loader.svg	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/loader.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css?ver=1.0.0)
11:48:32	1091/1091	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615f-443%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/reload.svg	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/reload.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css?ver=1.0.0)
11:48:33	1374/1374	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615f-55e%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/green-info.svg	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/green-info.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css?ver=1.0.0)
11:48:34	740/740	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615f-2e4%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/up_arrow_nav.svg	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/up_arrow_nav.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css?ver=1.0.0)
11:48:35	695/695	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615f-2b7%22	https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/down_arrow_nav.svg	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/images/down_arrow_nav.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css?ver=1.0.0)
11:48:36	14296/14296	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265ca615e-37d8%22	https://artforumhair.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts/bwg.eot?qy18kk	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts/bwg8f95.eot	(from https://artforumhair.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts.css?ver=0.0.1)
11:48:37	14148/14148	---M--	200	added ('OK')	application/octet-stream	etag:%2265ca615e-3744%22	https://artforumhair.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts/bwg.ttf?qy18kk	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts/bwg8f95.ttf	(from https://artforumhair.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts.css?ver=0.0.1)
11:48:38	14224/14224	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2265ca615e-3790%22	https://artforumhair.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts/bwg.woff?qy18kk	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts/bwg8f95.woff	(from https://artforumhair.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts.css?ver=0.0.1)
11:48:40	60963/60963	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ca615e-ee23%22	https://artforumhair.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts/bwg.svg?qy18kk	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts/bwg8f95.svg	(from https://artforumhair.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts.css?ver=0.0.1)
11:48:40	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Mar%202024%2009:48:40%20GMT	https://artforumhair.com/wp-content/plugins/photo-gallery/css/mCSB_buttons.png	artforum/artforum/artforumhair.com/wp-content/plugins/photo-gallery/css/mCSB_buttons.png	(from https://artforumhair.com/wp-content/plugins/photo-gallery/css/jquery.mCustomScrollbar.min.css?ver=3.1.5)
